,label,feature,score
183,US_UK,"['L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0152395491452
184,US_UK,"['L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0151074616905
185,US_UK,"['L1.JP_US', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0152991394657
186,US_UK,"['L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0151076042379
187,US_UK,"['L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0149913619565
188,US_UK,"['L1.Oil_Price', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.015188292811
189,US_UK,"['L1.US_EU_LIBOR', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0154843045905
190,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.Oil_Price']",0.0146148344781
191,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.US_EU_LIBOR']",0.0143645671281
192,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.US_UK_LIBOR']",0.0146256166067
193,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.US_JP_LIBOR']",0.0143294154442
194,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.Oil_Price', 'L1.US_EU_LIBOR']",0.0145331017716
195,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.Oil_Price', 'L1.US_UK_LIBOR']",0.0147254579817
196,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.Oil_Price', 'L1.US_JP_LIBOR']",0.0144945957043
197,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0146552193253
198,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0144787165959
199,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0144772932002
200,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_EU_LIBOR']",0.0147567994778
201,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_UK_LIBOR']",0.0150530591094
202,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_JP_LIBOR']",0.0145820819584
203,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0149389155541
204,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0146405584841
205,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0146056291973
206,US_UK,"['L1.US_EU', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0148321767825
207,US_UK,"['L1.US_EU', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0147393875931
208,US_UK,"['L1.US_EU', 'L1.Oil_Price', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0147741781027
209,US_UK,"['L1.US_EU', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0148224615187
210,US_UK,"['L1.US_UK', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_EU_LIBOR']",0.0142321243291
211,US_UK,"['L1.US_UK', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_UK_LIBOR']",0.0144906403351
212,US_UK,"['L1.US_UK', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_JP_LIBOR']",0.014140724116
213,US_UK,"['L1.US_UK', 'L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0142906257707
214,US_UK,"['L1.US_UK', 'L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0140766209235
215,US_UK,"['L1.US_UK', 'L1.JP_US', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0140259460356
216,US_UK,"['L1.US_UK', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0143250760991
217,US_UK,"['L1.US_UK', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0141728055759
218,US_UK,"['L1.US_UK', 'L1.Oil_Price', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0142355550869
219,US_UK,"['L1.US_UK', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0142630668925
220,US_UK,"['L1.JP_US', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0151195958486
221,US_UK,"['L1.JP_US', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0149471344873
222,US_UK,"['L1.JP_US', 'L1.Oil_Price', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0149404352116
223,US_UK,"['L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0150759162939
224,US_UK,"['L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0150660962704
225,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_EU_LIBOR']",0.0143240281906
226,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_UK_LIBOR']",0.014365410616
227,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_JP_LIBOR']",0.0142364582035
228,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0143446371487
229,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0143738880736
230,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.JP_US', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0143475820879
231,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0143503180491
232,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_JP_LIBOR']",0.0143180838255
233,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.Oil_Price', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.014382720789
234,US_UK,"['L1.US_EU', 'L1.US_UK', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR', 'L1.US_JP_LIBOR']",0.0144480739581
235,US_UK,"['L1.US_EU', 'L1.JP_US', 'L1.Oil_Price', 'L1.US_EU_LIBOR', 'L1.US_UK_LIBOR']",0.0147045896673
